Website,Aims/Objectives/Mission,Pin,Mobile,name,Phone,Purpose,Add.,Email,Contact Person
,"Our aim to decrease inequalities in education, every child even he/she is poor should get equal opportunity.",110045,91-98105 41123,Right Vision Foundation,,"Child welfare, education, health","New Delhi
New Delhi",jaiindia1@hotmail.com,Jaipal Yadav
http://www.rcwdo.org,"Seeking to initiate a massive change in society, where huminity will be the religion.",110059,91-99118 67802,Rizwan Child and Women Development Organisation,91-11-40569543,"Women empowerment, education and health.","A 3, 2, Bharat Garden, West Dwarka
New Delhi",admin@rcwdo.org,Dr.Rizwanul Haque
http://www.rokocancer.org,"MKC Trust Roko Cancer Campaign is a ngo working towards the cause of creating awareness and Detection of Breast Cancer among women living in the urban, semi urban and rural areas. ROKO-The hindi word means stop cancer our mission is to capacitate the far flung semi urban and rural belt that are incapacitated, with the buzzword of awareness on breast cancer with the slogan early detection leads to cure.",110017,91-99999 18153,Roko Cancer Charitable Trust,91-11-41749060,Awareness on breast cancer.,"B-43, Soami Nagar, South, Panchsheel
New Delhi","ishabhandari@hotmail.com, rokocancerdelhi@hotmail.com","Dharminder Dhillon, Isha Bhandari"
,"To provide the education to the poor people. To to create the employment opportunity for the needful people and young. To campaign against aids, polio and other incurable decease. To creat awareness among the people all over the India on the importance of the basic health.",110092,91-99530 07602,Roshni Educational & Social Development Society,,"Women empowerment, health and education.","A 103/104, Gali 7, 2nd Floor Main Market Madu Vihar
Delhi",resdsngo@gmail.com,Vikash shishodia
,Roshni Education and Vocational Trust is active in the field of social activities. It is currently running educational coaching institutions to impart education at reasonable fee which is affordable by the poor as well as middle class people. Its main purpose is to provide education at the ground level and make education accessible to those people who want quality education at reasonable fee.,110018,91-93500 47190,Roshni Educational & Vocational Trust,,"Vocational education, social welfare","S Block 221/132, Gali 4, Vishnu Garden
New Delhi",roshni_edu_voc_trust@yahoo.co.in,Manpreet Singh Hanspal
,The society is engaged in helping the weaker sections of the society in health and education.,110070,91-92133 74588,Rural Education & Welfare Society,,To help the under privileged,"D-2-2226, Vasant Kunj
New Delhi",rews100@yahoo.co.in,Nainu Singh
,To sustain culture of India and promote social activities.,110035,"91-98115 29355, 91-93134 50055",Sadbhawana Sanskritik Parishad,,Social Welfare,"104 Anand nagar, Indralok
Delhi",dr.a@sify.com,Dr Atul Kumar
,"Poor girls for marrige, free computer courses, swing training for girls, awareness against drugs, help for handicaped peaple.",110062,"91-93134 90538, 91-99580 75961",Sadbhawna Samaj Kalyan Samiti,91-11-55684040,,"19/70, Dakshin Puri Extn., Ambedkar Nagar
New Delhi",sadbhawna_samaj_kalyan_samiti@yahoo.in,Sanjay Kumar
,Awareness about any social issue.,110018,"91-99716 56327, 91-97171 89217",SAFE – Social Awareness for Education,91-11-28331920,Education.,"B 118, DDA Colony, Khyala
New Delhi",safe.the.ngo@gmail.com,Raj.K.Gupta
http://www.sahayatafoundation.com,"Work for poor children education, health and other improvment activity.",110089,91-98103 86500,Sahayata Foundation,91-11-45059000,Education litracy midday meals.,"E 1/7/42, Sector 15, Rohini
New Delhi",sahayatafoundation@gmail.com,Alok Sharma
http://www.sahyogcare4u.org,Working for child education and child health.,110087,91-98110 69292,Sahyog Care for You,91-11-25264149,Child education.,"Gh 14/757, Paschim Vihar
New Delhi",sahyog.careforyou@gmail.com,Shekhar Mahajan
,"Upliftment of vulnerable at risk, deprived and un-served sections of the society.",110014,91-98109 39453,Sahyog Charitable Trust,,Social service,"321, Lower Ground Floor, Hari Nagar Ashram
New Delhi",sahyogcharitabletrust@yaho.com,Rajneesh Kumar Vats
http://www.sahyogfoundationIndia.com,"To create a better tommorrow for humanity through support by various means in various issues such as child development, women empowerment, employment generation programmes, environment sensitisation, deadiction etc.",110063,"91-98111 44929, 91-98105 69688",Sahyog Foundation,,"Employment generation, deadiction, women empowerment, child development, old age people support.","211/212 Holland House, Jwalaheri Market, Paschim Vihar
New Delhi",info@sahyogfoundationIndia.com,Jatinder Kour
,"Establish a “best climate” that is non-exist, in which the human rights and the human dignity of children, women and men are equally respected, and people live responsibly in the community with others and with nature. Facilitating the society to build up a strong foundation to women and children of weaker section of the society to empower them through participatory learning and action. Serving the people of weaker section of the society especially women and children to attain better life and livelihood. Ensure the gender equality in the community through people participation, decision making, seminars etc.",110074,91-9312 19372,Sahyogita Samaj Vikas Sanstha,91-11-26303833,Fund raising and networking,"D 2/58, Chatterpur
New Delhi",sahyogita_s@yahoo.com,Vijay Laxmi
http://www.saiprem.org,"Sai Prem – the love of life foundation registered as a trust in the name of Sai Prem Children & Old Age Home Trust, is a global mission which is not limited to the boundaries of India; but stretched to all over the world for the holistic development and care of human being. To see universal brotherhoodism in an all-round development of mankind.",110085,"91-99999 08219, 91-98738 01219",Sai Prem Children & Old Age Home,,Spread Love,"B-5/2, Sector, 18, Rohini
Delhi","haranand.sai@hotmail.com, jagran@saiprem.org",Haranand Sai
http://www.saiprernatrust.org,Sai Prerna Trust has evolved over a period of time viewing and analyzing poor socio-economic status of villagers in different region of India. For many decades villagers of the region has received bare benefit from the development programmes introduced by the Government. Looking to the miserable and poor conditions of these villagers in different region of the country after much discussion decided to work for the upliftment of these people through SPT. SPT is a non- profitable voluntary organisation registred under Indian Trust Act 1882 founded in 2010.,110049,91-93868 95678,Sai Prerna Trust,,Welfare of all the beings.,"277 FF, Maszid Moth, South Extension Part 2
New Delhi",ajeetsingh@saiprernatrust.org,Ajeet Singh
,"Placement in bpo sector, various corporates and mncs.",110005,91-98731 17855,Sai Swayam Society for the Hearing Impaired,,IT and bpo training.,"2-4978, Shiv Nagar, Karol Bagh
Delhi",sai.swayam@gmail.com,Meera Chetan Bhatia
http://www.sakhacreations.org,"Sakha creations is a nonprofit volunteer movement. The main objective of sakha creations is to promote indian arts and culture, educate children and cultivate awareness among people.",110092,91-94120 602887,Sakha Creations,,Social work.,"D 239/12, 10, Laxmi Nagar
Delhi",info@sakhacreations.org,Anil
,"NGO works mainly in fields of education, sports, environment.",110019,91-98685 02691,Samajik Vikas Kalyan Samiti,,,"TA-128, Tuglaka Bad Ext Kalkaji
New Delhi",svksindia @gmail.com,Devender Singh
http://www.samanvay.org,"In partnership with the community, government and the private sector, Samanvay will assist in the implementation of several developmental strategies to bring about significant improvement in the lives of the entire population served by our intervention within a period of three years starting 2006.",110018,91-92139 84004,SAMANVAY,,The basic theme of our ngo is to build a self-sustainable model to enable under privileged people.,"A-875, Dda Colony, Chowkhandi
Delhi",samanvay.Delhi@yahoo.com,Jaspal Singh
http://www.samanvaysewa.org,To create a fearless environment and strong foundation for children and women disowned by the soceity. A government doctor wanting to leave medical career to work for e real cause.,110021,91-90130 18354,SAMANVAY,91-11-24675573,,"K 1/1, Sector 13, R K Puram
Delhi",saumya979@gmail.com,Dr Saumya Shukla
,"To provide medical treatment, to leprosy patients and poor persons and to arrange/provide education to their childrens. To do other charitable works also.",110095,91-98733 80627,Samarpan Foundation Trust,,Welfare of leprosy patients & their families.,"Behind H.L.T.B., 64 Tahirpur
Delhi",ravisamarpan@rediffmail.com,Ravi Prakash
,"Child development, health, education, women empowerment, rural development, micro finance, agriculture, sanitation, environment, creche, shg formation.",110008,91-98683 81848,Samarpan Society for Child Welfare & Human Development,91-11-25913098,"Child development, health, education & women empowerment.","272, Street 7, Nehru Nagar
New Delhi",samarpanscwhd@gmail.com,Udham Singh
,To tackle all coming problems due to change in the society of old age.,110074,91-98685 71214,Samarpit Foundation,,An effort of Indian jawaans to give a direction to old age.,"Ambedkar Colony, Chhatarpur
New Delhi",ifnaren_nisd@yahoo.co.in,Narendra Kumar
http://www.samayfoundation.org,"Samay Foundation is a national level non – government non-profit voluntary organization working on issues affecting the urban and rural. With chapters around the nation, its purpose is to educate & involve the children, youth & adults on cancer awareness, on human rights & basic education for under-privileged children. Samay Foundation realizes the importance of collaborating with like-minded individuals and groups & organizations to expand our horizons and learn from them their hard-earned lessons to gain tenacity and strength.",110051,91-95605 87888,Samay Foundation,91-120-4117244,"Cancer awareness & education, child education & human rights.","F 1/1, Krishna Nagar
Delhi",info@samayfoundation.org,Yaduvendra Sharma
